parent_code,sub_code,sub_name
AA257,―  AA257010,재진진찰료-상급종합병원
AA257,―  AA257005,재진진찰료-상급종합병원
AA257,―  AA257004,재진진찰료-상급종합병원
AA257,―  AA257003,재진진찰료-상급종합병원
AB100,―  AB100904,상급종합병원기본입원료
AB100,―  AB100903,상급종합병원기본입원료
AB100,―  AB100900,상급종합병원기본입원료
AB100,―  AB100804,상급종합병원기본입원료
AB100,―  AB100803,상급종합병원기본입원료
AB100,―  AB100800,상급종합병원기본입원료
AB100,―  AB100204,상급종합병원기본입원료
AB100,―  AB100203,상급종합병원기본입원료
AB100,―  AB100200,상급종합병원기본입원료
AB100,―  AB100104,상급종합병원기본입원료
AB100,―  AB100103,상급종합병원기본입원료
AB100,―  AB100100,상급종합병원기본입원료
AB100,―  AB100004,상급종합병원기본입원료
AB100,―  AB100003,상급종합병원기본입원료
AB101,―  AB101904,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101903,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101900,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101804,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101803,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101800,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101204,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101203,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101200,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101104,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101103,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101100,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101004,상급종합병원1등급간호관리료적용기본입원료
AB101,―  AB101003,상급종합병원1등급간호관리료적용기본입원료
AB102,―  AB102904,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102903,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102900,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102804,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102803,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102800,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102204,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102203,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102200,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102104,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102103,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102100,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102004,상급종합병원2등급간호관리료적용기본입원료
AB102,―  AB102003,상급종합병원2등급간호관리료적용기본입원료
AB103,―  AB103904,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103903,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103900,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103804,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103803,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103800,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103204,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103203,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103200,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103104,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103103,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103100,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103004,상급종합병원3등급간호관리료적용기본입원료
AB103,―  AB103003,상급종합병원3등급간호관리료적용기본입원료
AB104,―  AB104904,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104903,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104900,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104804,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104803,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104800,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104204,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104203,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104200,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104104,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104103,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104100,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104004,상급종합병원4등급간호관리료적용기본입원료
AB104,―  AB104003,상급종합병원4등급간호관리료적용기본입원료
AB105,―  AB105904,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105903,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105900,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105804,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105803,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105800,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105204,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105203,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105200,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105104,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105103,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105100,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105004,상급종합병원5등급간호관리료적용기본입원료
AB105,―  AB105003,상급종합병원5등급간호관리료적용기본입원료
AB120,―  AB120904,상급종합병원5인실입원료
AB120,―  AB120903,상급종합병원5인실입원료
AB120,―  AB120900,상급종합병원5인실입원료
AB120,―  AB120804,상급종합병원5인실입원료
AB120,―  AB120803,상급종합병원5인실입원료
AB120,―  AB120800,상급종합병원5인실입원료
AB120,―  AB120204,상급종합병원5인실입원료
AB120,―  AB120203,상급종합병원5인실입원료
AB120,―  AB120200,상급종합병원5인실입원료
AB120,―  AB120104,상급종합병원5인실입원료
AB120,―  AB120103,상급종합병원5인실입원료
AB120,―  AB120100,상급종합병원5인실입원료
AB120,―  AB120004,상급종합병원5인실입원료
AB120,―  AB120003,상급종합병원5인실입원료
AB121,―  AB121904,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121903,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121900,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121804,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121803,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121800,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121204,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121203,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121200,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121104,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121103,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121100,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121004,상급종합병원1등급간호관리료적용5인실입원료
AB121,―  AB121003,상급종합병원1등급간호관리료적용5인실입원료
AB122,―  AB122904,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122903,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122900,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122804,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122803,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122800,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122204,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122203,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122200,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122104,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122103,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122100,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122004,상급종합병원2등급간호관리료적용5인실입원료
AB122,―  AB122003,상급종합병원2등급간호관리료적용5인실입원료
AB123,―  AB123904,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123903,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123900,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123804,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123803,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123800,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123204,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123203,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123200,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123104,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123103,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123100,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123004,상급종합병원3등급간호관리료적용5인실입원료
AB123,―  AB123003,상급종합병원3등급간호관리료적용5인실입원료
AB124,―  AB124904,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124903,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124900,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124804,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124803,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124800,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124204,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124203,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124200,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124104,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124103,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124100,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124004,상급종합병원4등급간호관리료적용5인실입원료
AB124,―  AB124003,상급종합병원4등급간호관리료적용5인실입원료
AB125,―  AB125904,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125903,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125900,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125804,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125803,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125800,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125204,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125203,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125200,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125104,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125103,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125100,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125004,상급종합병원5등급간호관리료적용5인실입원료
AB125,―  AB125003,상급종합병원5등급간호관리료적용5인실입원료
AB140,―  AB140904,상급종합병원4인실입원료
AB140,―  AB140903,상급종합병원4인실입원료
AB140,―  AB140900,상급종합병원4인실입원료
AB140,―  AB140804,상급종합병원4인실입원료
AB140,―  AB140803,상급종합병원4인실입원료
AB140,―  AB140800,상급종합병원4인실입원료
AB140,―  AB140204,상급종합병원4인실입원료
AB140,―  AB140203,상급종합병원4인실입원료
AB140,―  AB140200,상급종합병원4인실입원료
AB140,―  AB140104,상급종합병원4인실입원료
AB140,―  AB140103,상급종합병원4인실입원료
AB140,―  AB140100,상급종합병원4인실입원료
AB140,―  AB140004,상급종합병원4인실입원료
AB140,―  AB140003,상급종합병원4인실입원료
AB141,―  AB141904,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141903,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141900,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141804,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141803,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141800,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141204,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141203,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141200,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141104,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141103,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141100,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141004,상급종합병원1등급간호관리료적용4인실입원료
AB141,―  AB141003,상급종합병원1등급간호관리료적용4인실입원료
AB142,―  AB142904,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142903,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142900,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142804,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142803,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142800,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142204,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142203,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142200,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142104,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142103,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142100,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142004,상급종합병원2등급간호관리료적용4인실입원료
AB142,―  AB142003,상급종합병원2등급간호관리료적용4인실입원료
AB143,―  AB143904,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143903,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143900,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143804,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143803,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143800,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143204,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143203,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143200,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143104,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143103,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143100,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143004,상급종합병원3등급간호관리료적용4인실입원료
AB143,―  AB143003,상급종합병원3등급간호관리료적용4인실입원료
AB144,―  AB144904,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144903,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144900,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144804,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144803,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144800,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144204,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144203,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144200,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144104,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144103,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144100,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144004,상급종합병원4등급간호관리료적용4인실입원료
AB144,―  AB144003,상급종합병원4등급간호관리료적용4인실입원료
AB145,―  AB145904,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145903,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145900,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145804,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145803,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145800,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145204,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145203,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145200,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145104,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145103,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145100,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145004,상급종합병원5등급간호관리료적용4인실입원료
AB145,―  AB145003,상급종합병원5등급간호관리료적용4인실입원료
AB160,―  AB160904,상급종합병원3인실입원료
AB160,―  AB160903,상급종합병원3인실입원료
AB160,―  AB160900,상급종합병원3인실입원료
AB160,―  AB160804,상급종합병원3인실입원료
AB160,―  AB160803,상급종합병원3인실입원료
AB160,―  AB160800,상급종합병원3인실입원료
AB160,―  AB160204,상급종합병원3인실입원료
AB160,―  AB160203,상급종합병원3인실입원료
AB160,―  AB160200,상급종합병원3인실입원료
AB160,―  AB160104,상급종합병원3인실입원료
AB160,―  AB160103,상급종합병원3인실입원료
AB160,―  AB160100,상급종합병원3인실입원료
AB160,―  AB160004,상급종합병원3인실입원료
AB160,―  AB160003,상급종합병원3인실입원료
AB161,―  AB161904,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161903,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161900,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161804,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161803,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161800,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161204,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161203,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161200,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161104,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161103,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161100,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161004,상급종합병원1등급간호관리료적용3인실입원료
AB161,―  AB161003,상급종합병원1등급간호관리료적용3인실입원료
AB162,―  AB162904,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162903,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162900,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162804,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162803,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162800,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162204,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162203,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162200,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162104,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162103,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162100,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162004,상급종합병원2등급간호관리료적용3인실입원료
AB162,―  AB162003,상급종합병원2등급간호관리료적용3인실입원료
AB163,―  AB163904,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163903,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163900,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163804,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163803,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163800,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163204,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163203,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163200,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163104,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163103,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163100,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163004,상급종합병원3등급간호관리료적용3인실입원료
AB163,―  AB163003,상급종합병원3등급간호관리료적용3인실입원료
AB164,―  AB164904,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164903,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164900,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164804,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164803,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164800,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164204,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164203,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164200,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164104,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164103,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164100,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164004,상급종합병원4등급간호관리료적용3인실입원료
AB164,―  AB164003,상급종합병원4등급간호관리료적용3인실입원료
AB165,―  AB165904,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165903,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165900,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165804,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165803,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165800,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165204,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165203,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165200,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165104,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165103,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165100,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165004,상급종합병원5등급간호관리료적용3인실입원료
AB165,―  AB165003,상급종합병원5등급간호관리료적용3인실입원료
AB170,―  AB170904,상급종합병원2인실입원료
AB170,―  AB170903,상급종합병원2인실입원료
AB170,―  AB170900,상급종합병원2인실입원료
AB170,―  AB170804,상급종합병원2인실입원료
AB170,―  AB170803,상급종합병원2인실입원료
AB170,―  AB170800,상급종합병원2인실입원료
AB170,―  AB170204,상급종합병원2인실입원료
AB170,―  AB170203,상급종합병원2인실입원료
AB170,―  AB170200,상급종합병원2인실입원료
AB170,―  AB170104,상급종합병원2인실입원료
AB170,―  AB170103,상급종합병원2인실입원료
AB170,―  AB170100,상급종합병원2인실입원료
AB170,―  AB170004,상급종합병원2인실입원료
AB170,―  AB170003,상급종합병원2인실입원료
AB171,―  AB171904,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171903,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171900,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171804,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171803,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171800,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171204,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171203,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171200,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171104,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171103,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171100,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171004,상급종합병원1등급간호관리료적용2인실입원료
AB171,―  AB171003,상급종합병원1등급간호관리료적용2인실입원료
AB172,―  AB172904,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172903,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172900,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172804,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172803,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172800,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172204,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172203,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172200,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172104,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172103,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172100,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172004,상급종합병원2등급간호관리료적용2인실입원료
AB172,―  AB172003,상급종합병원2등급간호관리료적용2인실입원료
AB173,―  AB173904,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173903,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173900,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173804,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173803,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173800,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173204,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173203,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173200,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173104,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173103,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173100,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173004,상급종합병원3등급간호관리료적용2인실입원료
AB173,―  AB173003,상급종합병원3등급간호관리료적용2인실입원료
AB174,―  AB174904,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174903,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174900,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174804,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174803,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174800,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174204,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174203,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174200,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174104,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174103,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174100,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174004,상급종합병원4등급간호관리료적용2인실입원료
AB174,―  AB174003,상급종합병원4등급간호관리료적용2인실입원료
AB175,―  AB175904,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175903,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175900,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175804,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175803,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175800,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175204,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175203,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175200,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175104,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175103,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175100,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175004,상급종합병원5등급간호관리료적용2인실입원료
AB175,―  AB175003,상급종합병원5등급간호관리료적용2인실입원료
AB200,―  AB200904,종합병원기본입원료
AB200,―  AB200903,종합병원기본입원료
AB200,―  AB200900,종합병원기본입원료
AB200,―  AB200804,종합병원기본입원료
AB200,―  AB200803,종합병원기본입원료
AB200,―  AB200800,종합병원기본입원료
AB200,―  AB200204,종합병원기본입원료
AB200,―  AB200203,종합병원기본입원료
AB200,―  AB200200,종합병원기본입원료
AB200,―  AB200104,종합병원기본입원료
AB200,―  AB200103,종합병원기본입원료
AB200,―  AB200100,종합병원기본입원료
AB200,―  AB200004,종합병원기본입원료
AB200,―  AB200003,종합병원기본입원료
AB201,―  AB201904,종합병원1등급간호관리료적용기본입원료
AB201,―  AB201903,종합병원1등급간호관리료적용기본입원료
AB201,―  AB201900,종합병원1등급간호관리료적용기본입원료
